,name,ratings,no_of_ratings,discount_price,actual_price,brand,size,color,resolution,type
897,Nextview 108cm (43 Inch) Web OS Smart HD TV (WBNV4K043U),,,22850.0,40000.0,NEXTVIEW,43.0,,HD,Smart TV
898,Nextview 165cm (65 Inch) Web OS Smart HD TV (WBNV4K065U),,,57850.0,80000.0,NEXTVIEW,65.0,,HD,Smart TV
899,Nextview 191 cm (75 Inches) 4K Android Smart LED TV NV24K75S9 (Black) (2023 Model)-Vaccine Series,,,105000.0,150000.0,NEXTVIEW,75.0,BLACK,4K,Smart TV
900,Nextview 108 cm (43 Inches) FHD Android Smart LED TV NV2FH43S9 (Black) (2023 Model),,,19999.0,31000.0,NEXTVIEW,43.0,BLACK,HD,Smart TV
901,Nextview 165 cm (65 Inches) 4K Android Smart LED TV NV24K65S9 (Black) (2023 Model),,,55500.0,70000.0,NEXTVIEW,65.0,BLACK,4K,Smart TV
902,Nextview 216 cm (85 Inches) 4K Android Smart LED TV NV24K85S9 (Black) (2023 Model),,,,,NEXTVIEW,85.0,BLACK,4K,Smart TV
903,Nextview 140 cm (55 Inches) 4K Android Smart LED TV NV24K55S9 (Black) (2023 Model),,,35950.0,55000.0,NEXTVIEW,55.0,BLACK,4K,Smart TV
904,Nextview 108 cm (43 Inches) 4K Android Smart LED TV NVS24K43S9 (Black) (2023 Model),,,21850.0,55000.0,NEXTVIEW,43.0,BLACK,4K,Smart TV
905,Nextview 126 cm (50 Inches) 4K Android Smart LED TV NV24K50S9 (Black) (2023 Model),,,29999.0,45000.0,NEXTVIEW,50.0,BLACK,4K,Smart TV
906,Nextview 80 cm (32 Inches) FHD Android Smart LED TV NV2FH32SL9 (Black) (2023 Model),,,9999.0,20000.0,NEXTVIEW,32.0,BLACK,HD,Smart TV
907,Nextview 60 cm (24 Inches) FHD Android Smart LED TV NV2FH24S9 (Black) (2023 Model),,,8500.0,14000.0,NEXTVIEW,24.0,BLACK,HD,Smart TV
908,Elista 80 cms (32 inches) HD Ready Smart LED TV SH32EJB55,,,10989.0,29999.0,Generic,32.0,,HD,Smart TV
909,TRUSENSE 80 cm (32 Inch) TS 3243 | 1080P Full HD Smart TV with Web OS | Bezel-Less LED | (Black),,,14499.0,20000.0,TRUSENSE,32.0,BLACK,FULL HD,Smart TV
911,Technica Electronic 32 inch Android LED TV,5.0,1,,,Generic,32.0,,,Android TV
914,"DEKO 32 inches(80 cm) Frame Less,Voice Command Series,Full HD Smart LED TV DK3200S (Phantom Black)",,,,,Generic,32.0,BLACK,FULL HD,Smart TV
918,UTL 60 cm (24 inches) Premium Frameless Series HD LED TV,,,,,Generic,24.0,,HD,LED TV
919,ALT 110 cm Premium Series HD Ready LED Smart Android TV (Black) (43),,,,,Generic,43.30708661417323,BLACK,HD,Smart TV
920,ALT 80 cm Premium Series HD Ready LED Smart Android TV (Black) (32),,,,,Generic,31.496062992125985,BLACK,HD,Smart TV
921,80 cm (32 Inches) HD Ready LED TV Black,,,,,Generic,32.0,BLACK,HD,LED TV
922,HD Ready Smart LED TV BS510 (Black) (2019 Model) 80 cm (32 Inches),,,,,Generic,32.0,BLACK,HD,Smart TV
923,HD Ready LED TV BS2450 (Black) 60 cm (24 Inches) Powered by WebOS,,,,,Generic,24.0,BLACK,HD,LED TV
924,HD Ready LED TV BS2450 (Black) 60 cm (24 Inches),,,,,Generic,24.0,BLACK,HD,LED TV
925,HD Ready Smart LED TV BS32HW1 (Black) (2022 Model) 80 cm (32 inches) | Powered by WebOS,,,,,Generic,32.0,BLACK,HD,Smart TV
926,Aiwa MAGNIFIQ 80 cm (32 inches) HD Ready Smart Android LED TV A32HDX1 (Black) (2022 Model) | Powered by Android 11,,,16000.0,20000.0,Generic,32.0,BLACK,HD,Smart TV
927,HAPPYU 80 cm (32 Inches) HD ReadyLED TV HN32 (Black),,,,,Generic,32.0,BLACK,HD,LED TV
928,HAPPYU 108 cm (43 Inches) Full HD Smart Android LED TV HA43FS (Black),,,,,Generic,43.0,BLACK,FULL HD,Smart TV
929,HAPPYU 60cm (24 Inches) HD Ready LED TV HN24 (Black),,,,,Generic,24.0,BLACK,HD,LED TV
930,HAPPYU 139 cm (55 Inches) 4K Ultra HD Smart Android LED TV HA55US (Black),,,,,Generic,55.0,BLACK,4K,Smart TV
931,JASSVG Electronic Solutions Wireless WiFi Screen Mirror Cast 1080P HDMI Display TV Dongle Receiver Black (Pack of 1),,,799.0,2499.0,Generic,,BLACK,HD,
932,JASSVG Electronic Solutions Wireless WiFi Screen Mirror Cast 1080P HDMI Display TV Dongle Receiver Black (Pack of 2),,,1499.0,4999.0,Generic,,BLACK,HD,
933,98 cm (40 inches) HD Ready Smart LED TV Smart LED-SH4033 (Black),,,20200.0,34000.0,Generic,40.0,BLACK,HD,Smart TV
934,Sri Mahendra Digital World Generic LG 81.28 cm (32 Inches) HD Ready Smart LED TV 32LQ570BPSA (Black) (2022 Model),,,,,Generic,32.0,BLACK,HD,Smart TV
935,Sri Mahendra Digital World Generic Samsung 108 cm (43 Inches) Crystal 7 Series 4K Ultra HD Smart LED TV 43AU7600 (Black) (...,,,,,Generic,43.0,BLACK,4K,Smart TV
936,Sri Mahendra Digital World Generic LG 109.2 cm (43 Inches) 4K Ultra HD Smart LED TV 43UM7790PTA (Black) (2021 Model),,,,,Generic,43.0,BLACK,4K,Smart TV
937,Sri Mahendra Digital World Generic Samsung 138 cm (55 Inches) Crystal 7 Series 4K Ultra HD Smart LED TV 55AU7600 (Black) (...,,,,,Generic,55.0,BLACK,4K,Smart TV
938,Sri Mahendra Digital World Generic TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),,,,,Generic,40.0,BLACK,FULL HD,Smart TV
939,Sri Mahendra Digital World Generic TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),,,,,Generic,32.0,BLACK,HD,Smart TV
940,LED Tv P. Series Sound Bar Black Color Wide Display Led TV,,,,30000.0,Generic,,BLACK,,LED TV
941,LED Tv P. Series Sound Bar Black Color Wide Display Led TV Super HD Led TV,,,,30000.0,Generic,,BLACK,HD,LED TV
942,Frame Less Full HD 1080 LED TV Wide Display System,,,,30000.0,Generic,,,FULL HD,LED TV
943,"Cornea Bezelless (Frameless) 80 cm (32 inch) HD Ready Smart Android LED TV, Black (2022 Model) (with No Cost EMI Offer on ...",,,9999.0,19999.0,CORNEA,32.0,BLACK,HD,Smart TV
944,MOGNE FAB PVC Printed LED TV Cover 40 Inch (Grey),2.0,1,399.0,699.0,Generic,40.0,GRAY,,LED TV
946,102cm (40 inch) Premium Pro Series HD LED TV Surround Sound,,,15000.0,19000.0,Generic,40.0,,HD,LED TV
947,108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X75K (Black) (2022 Model) | with Alexa Compatibility,,,,,Generic,43.0,BLACK,4K,Smart TV
948,80 cm (32 inches) HD Ready Smart Android LED TV | with Alexa Compatibility I5AHJ210667A8BE I,,,,,Generic,32.0,,HD,Smart TV
949,80 cm (32 Inches) HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design,,,,,Generic,32.0,BLACK,HD,Smart TV
950,LED TV 21 INCH 720P HD,,,,,Generic,21.0,,HD,LED TV
951,Rachwood 80cm (32Inches) Glacia Edition Bezelless Full hd Ready to 4k Smart Certified Android LED TV with Dolby Audio (RW-...,1.0,1,,,Generic,32.0,,FULL HD,Smart TV
952,HDPRO 98CM (40 Inches) FHD Android Smart TV Stream OnDemand Content Instantly |Browse The Web|Watch Videos On YouTube| Net...,,,14990.0,25490.0,Generic,40.0,,HD,Smart TV
953,HDPRO 80cm(32 Inches) FHD IPS Frame Less Android Smart TV Stream OnDemand Content Instantly |Browse The Web|Watch Videos O...,,,10499.0,20490.0,Generic,32.0,,HD,Smart TV
954,"HDPRO 80CM FHD(32 Inches) Non Smart IPS Frame Less, 30% Power Saving, Watch CCTV Camera Live",,,7499.0,16390.0,Generic,32.0,,HD,Smart TV
955,80 cm (32 inches) Premium Series HD Ready Smart LED TV 32UA (Black),,,,,Generic,32.0,BLACK,HD,Smart TV
956,80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC,,,,,Generic,32.0,,HD,Smart TV
957,80 cm (32 inches) Android 11 Series HD Ready Smart LED TV |,,,,,Generic,32.0,,HD,Smart TV
959,80 cm (32 inch) HD Ready LED Android Smart TV,,,,,Generic,32.0,,HD,Smart TV
960,MD Electronics 32 inches One Touch Assembled FHD LED Smart TV,,,,19000.0,Generic,32.0,,HD,Smart TV
961,MD Electronics 32 inches Assembled UHD 4K LED Smart TV,,,,20000.0,Generic,32.0,,HD,Smart TV
962,108 cm (43 Inches) Full HD Smart Android LED TV TH-43LS670DX (Black) (2022 Model),,,,,Generic,43.0,BLACK,FULL HD,Smart TV
963,108 cm (43 Inches) Full HD LED TV L43FYK (Black),,,53999.0,60799.0,Generic,43.0,BLACK,FULL HD,LED TV
964,LITCHIS Smart LED TV,,,,,Generic,,,,Smart TV
966,JJ Traders Generic JEEBEE 24 INCH Full HD LED TV,,,11699.0,12499.0,JJ,24.0,,FULL HD,LED TV
967,JJ Traders Generic JEEBEE 40 INCH Smart TV,,,22999.0,23999.0,JJ,40.0,,,Smart TV
968,JJ Traders Generic JEEBEE 43 INCH 4K Frameless TV,,,35999.0,36999.0,JJ,43.0,,4K,
969,JJ Traders Generic JEEBEE 40 INCH Normal TV,,,18999.0,19999.0,JJ,40.0,,,Normal TV
970,JJ Traders Generic JEEBEE 55 INCH Frameless OLED TV,,,54999.0,58999.0,JJ,55.0,,,LED TV
971,JJ Traders Generic JEEBEE 32 INCH Smart 4K Frameless TV,,,18999.0,19999.0,JJ,32.0,,4K,Smart TV
972,JJ Traders Generic JEEBEE 32 INCH Full HD LED TV,,,14999.0,15999.0,JJ,32.0,,FULL HD,LED TV
973,JJ Traders Generic JEEBEE 50 INCH Smart 4K TV,,,34999.0,35999.0,JJ,50.0,,4K,Smart TV
974,JJ Traders Generic JEEBEE 65 INCH Smart 4K TV,,,72999.0,77999.0,JJ,65.0,,4K,Smart TV
975,JJ Traders Generic JEEBEE 32 INCH Smart TV,,,17999.0,18999.0,JJ,32.0,,,Smart TV
976,AKAI 165 cm (65) Frameless 4K Ultra HD Smart LED TV AL65U-FX1WS (Black) | Powered by WebOS,5.0,6,56990.0,80990.0,AKAI,64.96062992125984,BLACK,4K,Smart TV
977,Slim Bazel Design Universal LED TV,,,,,Generic,,,,LED TV
981,LED Smart TV 32 INCH,,,,,Generic,32.0,,,Smart TV
982,43 INCH Smart TV,,,,,Generic,43.0,,,Smart TV
983,32 INCH Smart TV,,,,,Generic,32.0,,,Smart TV
984,LG 217 cm (86 Inches) Nanocell Series 4K Ultra HD Smart LED TV 86NANO75SQA (Black) (2022 Model),,,,,LG,86.0,BLACK,4K,Smart TV
985,LG 189 cm (75 Inches) Nanocell Series 4K Ultra HD Smart LED TV 75NANO75SQA (Black) (2022 Model),5.0,1,,,LG,75.0,BLACK,4K,Smart TV
986,Max tv and Telecom 80 cm (32 inches) Y Series HD Ready LED Smart Android,,,,,Generic,32.0,,HD,
987,Power Traders 81.28 cm [32 Inches] Android Smart HD Ready LED TV,,,,,POWER,32.0,,HD,Smart TV
988,Power Traders 139cm 55 Inch Ultra HD LED Smart TV Black,,,,,POWER,55.0,BLACK,ULTRA HD,Smart TV
989,Power Traders 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV,,,,,POWER,32.0,,HD,Smart TV
990,Power Traders Smart 32 Inch HD Ready LCD/LED TV,,,,,POWER,32.0,,HD,Smart TV
991,81 cm (32 inch) Full HD Smart Android 9.0 LED TV (LED-SHF3263) HD Smart TV,,,,,Generic,32.0,,FULL HD,Smart TV
992,80 cm (32 Inches) Android HD Ready Frameless Smart LED TV with Smart Remote | (LED-SHF3265) (Black),,,,,Generic,32.0,BLACK,HD,Smart TV
994,80 cm (32 Inches) HD Ready LED TV,,,19690.0,24590.0,Generic,32.0,,HD,LED TV
996,Feltron 43 Inch (109CM) FHD Smart LED TV,,,,,Generic,43.0,,HD,Smart TV
997,80 cm (32 Inches) HD Ready Smart LED TV 32HS550D (Black),,,,,Generic,32.0,BLACK,HD,Smart TV
998,Teddy Bear 109 cm (43 Inches) Full HD Smart Certified Android LED TV TD4300N (Black) (2021 Model),,,21990.0,36990.0,Generic,43.0,BLACK,FULL HD,Smart TV
999,Rai Enterprises Smart LED TV,,,18750.0,19999.0,Generic,,,,Smart TV
1001,LG LED TV Black Size 50 inch,,,54990.0,69990.0,LG,50.0,BLACK,,LED TV
1002,LED TV Black Size 32 inch-012,,,21000.0,24990.0,Generic,32.0,BLACK,,LED TV
1004,LED TV Black Size 43 inch-002,,,49900.0,59990.0,Generic,43.0,BLACK,,LED TV
1005,LED TV Black Size 32inch,,,13000.0,15499.0,Generic,32.0,BLACK,,LED TV
1006,LED TV Black Size 40 inch -001,,,20000.0,24999.0,Generic,40.0,BLACK,,LED TV
1008,LG 164 cm (65 Inches) 4K Ultra LED HD Smart QNED TV 65QNED81SQA (Black) (2022 Model),,,129990.0,169990.0,LG,65.0,BLACK,4K,Smart TV
1009,LG C2 210 cm (83 Inches) Evo Gallery Edition 4K Ultra HD Smart OLED TV OLED83C2PSA (Black) (2022 Model) | With Eye Comfort...,4.0,1,,,LG,83.0,BLACK,4K,Smart TV
1010,Arora Electronics 80 cm (32 inches) HD Ready Smart LED TV,,,40000.0,50000.0,Generic,32.0,,HD,Smart TV
1012,Arora Electronics 32 inches LED Smart Android TV,,,25000.0,30000.0,Generic,32.0,,,Smart TV
1013,STARSHINE 80 cm (32 Inches) HD Ready Smart Android LED TV | ATPL-3400 (Black),5.0,1,10999.0,14999.0,Generic,32.0,BLACK,HD,Smart TV
1015,Lloyd 80 cm (32 Inches) HD Ready Smart LED TV 32HS551D (Black) (2022 Model),5.0,1,15000.0,25490.0,Generic,32.0,BLACK,HD,Smart TV
1018,Smart LED TV 43INC,,,,43000.0,Generic,,,,Smart TV
1020,Best Picture Quality HD LED TV 80 cm (32 inches) HD Ready Smart LED TV,,,23000.0,23500.0,Generic,32.0,,HD,LED TV
1021,Best Picture Quality & Sound Quality Model- 24LP520V 59.9 cm (24 inch) Full HD LED TV,,,16000.0,16500.0,Generic,24.0,,FULL HD,LED TV
1023,TEDDY BEAR Smart Android LED TV 43 INCH (109cm),,,21990.0,36990.0,Generic,43.0,,,Smart TV
1024,X Electron 108 cm (43 inch) 4K Smart Android LED TV with Cloud Feature and Soundbar 43XETV (Black),4.3,12,17999.0,34999.0,Generic,43.0,BLACK,4K,Smart TV
1025,TEDDY BEAR Smart Android LED TV 32 INCH (80cm),,,9990.0,19990.0,Generic,32.0,,,Smart TV
1031,imee 60cm (24 inch) Premium Series Normal LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficient (Dark Grey),1.0,1,8499.0,12999.0,IMEE,24.0,GRAY,,LED TV
1032,imee 60cm (24 inch) Premium Series Normal LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficient (Gold),1.0,1,7999.0,12999.0,IMEE,24.0,GOLD,,LED TV
1033,imee 60cm (24 inch) Premium Series Normal LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficient (Rose Gold),1.0,1,8499.0,12999.0,IMEE,24.0,GOLD,,LED TV
1034,imee 60cm (24 inch) Premium Series Normal LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficient (Silver),1.0,1,8499.0,12999.0,IMEE,24.0,SILVER,,LED TV
1035,"OKIE ELECTRONICS 32 Inch Frameless Smart DLED TV, Black",,,13749.0,20900.0,Generic,32.0,BLACK,,Smart TV
1036,LED Smart Android TV 22,,,,,Generic,,,,Smart TV
1037,LED Smart Android TV,,,,,Generic,,,,Smart TV
1038,Stylish LED Tv Model.24SP410M.,,,,15000.0,Generic,,,,LED TV
1039,imee Signature Series 4K UHD Smart Frameless LED TV with Voice Command- (Gold) (55),,,42999.0,59999.0,IMEE,,GOLD,4K,Smart TV
1040,HD Ready Smart LED TV,,,27500.0,29500.0,Generic,,,HD,Smart TV
1041,KOUSTHUBA ENTERPRISES 32 INCH LED TV,,,,17000.0,Generic,32.0,,,LED TV
1042,KOUSTHUBA ENTERPRISES 24 INCH LED TV,,,,14000.0,Generic,24.0,,,LED TV
1043,KOUSTHUBA ENTERPRISES 42 INCH LED TV,,,,24000.0,Generic,42.0,,,LED TV
1044,KOUSTHUBA ENTERPRISES 28 INCH LED TV,,,,15500.0,Generic,28.0,,,LED TV
1045,Radio Corner Enterprises - Hi-Fi & HD Picture Quality 32 inch LED TV,,,,,Generic,32.0,,HD,LED TV
1046,Smart LED TV,,,,,Generic,,,,Smart TV
1048,LED TV PR15,,,,,Generic,,,,LED TV
1049,TCL 164 cm (65 inches) Bezel-Less Series 4K Ultra HD Smart LED Google TV 65P635 (Black),,,52990.0,124990.0,TCL,65.0,BLACK,4K,Smart TV
1050,HD Ready Smart Android LED TV 80cm 32inch,,,32500.0,42000.0,Generic,32.0,,HD,Smart TV
1051,"Samsung M8 32-Inch 4K UHD Smart Monitor with Smart TV apps, TV Plus, Office 365, Apple Airplay, WiFi, BT, Built-in Speaker...",,,60498.0,113990.0,SAMSUNG,32.0,,4K,Smart TV
1052,led tv,,,50000.0,54999.0,Generic,,,,LED TV
1053,S TAC 32 Inch Voice Command Frame Less (80 cm) Smart and Bluetooth Led TV | UHD Resolution (1920 x 1080) | A+ Grade with B...,,,8499.0,21999.0,Generic,32.0,BLUE,HD,Smart TV
1055,80 cm (32 inch) HD Ready LED Smart TV (UA32T4410) PR36,,,,,Generic,32.0,,HD,Smart TV
1056,KEITECH LED TV 43 INCH,,,,,Generic,43.0,,,LED TV
1057,KEITECH TV 32 INCH,,,,,Generic,32.0,,,
1058,KEITECH LED TV 24 INCH,,,,,Generic,24.0,,,LED TV
1059,Indian Sales LED TV 32 INCH,,,,,Generic,32.0,,,LED TV
1060,KEITECH LED TV 50 INCH,,,,,Generic,50.0,,,LED TV
1061,Crownton 108 cm (43 Inches) Aqua Series Full HD Smart LED TV CT4310SFL (Black) (2023 Model) | With Frameless Display and b...,5.0,1,17499.0,49999.0,CROWNTON,43.0,BLACK,FULL HD,Smart TV
1062,Crownton 98 cm (40 Inches) Aqua Series Full HD Smart LED TV CT4000S (Black) (2023 Model),,,14990.0,42990.0,CROWNTON,40.0,BLACK,FULL HD,Smart TV
1063,"WIKING Innovation, 24 inches LED TV",,,,,Generic,24.0,,,LED TV
1064,suyta smart kitchen ELECTRONICS 40 INCH LED TV,,,,22000.0,Generic,40.0,,,Smart TV
1065,suyta smart kitchen ELECTRONICS 32 INCH LED TV,,,,17000.0,Generic,32.0,,,Smart TV
1066,SANSUI 80 cm (32 Inches) HD Ready Smart LED TV JSFT32SKHD (Black) (2022 Model),,,,,SANSUI,32.0,BLACK,HD,Smart TV
1067,Power Guard 140 cm (55 inches) Frameless 4K Ultra HD Smart QLED TV PG55QLED (Golden),3.2,5,41999.0,89990.0,POWER,55.0,GOLD,4K,Smart TV
1068,Salora 140cm (55 inch) 4K UHD LED TV (SLV–3553SUW) with webOS,,,,,Generic,55.0,,4K,LED TV
1069,AQUABIGGUARD 32 INCH Android TV MODELNO.ABG32HFDULTRA,,,13200.0,26500.0,Generic,32.0,,,Android TV
1070,AQUABIGGUARD LED 32 INCH Smart TV,,,21151.0,26439.0,Generic,32.0,,,Smart TV
1072,"Wybor 109 cm (43 inches) Full HD Smart Android 9 LED TV 43WFS -C9 (Cloud TV,Black) (2022 Model)",,,19990.0,36990.0,Generic,43.0,BLACK,FULL HD,Smart TV
1074,108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV PR17,,,,,Generic,43.0,,4K,Smart TV
1075,Samsung 80cm Smart LED TV (UA32T4310BKXXL),5.0,1,,,SAMSUNG,31.496062992125985,,,Smart TV
1076,Samsung 214 cm (85 inches) 4K Ultra HD Smart Neo QLED TV QA85QN90BAKXXL (Titan Black),4.0,18,,,SAMSUNG,85.0,BLACK,4K,Smart TV
1077,Wybor Macho PRO 80 cm (32 Inches) HD Ready Smart LED TV (Black) (2021 Model) | with Frameless Design,1.0,1,10340.0,22990.0,Generic,32.0,BLACK,HD,Smart TV
1079,"Smart TV LED 40"" PR14",,,,44000.0,Generic,40.0,,,Smart TV
1080,IAIR 109 cm (43 Inches) Frameless Full HD Smart LED TV with Dual Remote (Voice + Normal) IR4300S1HD - Silver Border (Silve...,,,18999.0,39999.0,IAIR,43.0,SILVER,FULL HD,Smart TV
1081,IAIR 101 cm (40 Inches) HD Ready Smart LED TV with Dual Remote (Voice + Normal) IR4000S1HD (Black) (2020 Model),3.5,2,18699.0,36499.0,IAIR,40.0,BLACK,HD,Smart TV
1082,IAIR 81 cm (32 Inches) HD Ready Smart LED TV IR32SHD Frameless (Black) (2020 Model),,,14850.0,25999.0,IAIR,32.0,BLACK,HD,Smart TV
1083,IAIR 60 cm (24 Inches) HD Ready LED TV IR2400N (Black) (2020 Model),,,8799.0,13999.0,IAIR,24.0,BLACK,HD,LED TV
1084,Jagabandhu OS32HDG3230IT HD LED TV (32 inches),,,,,Generic,32.0,,HD,LED TV
1085,Jagabandhu OS32HD3350 HD LED TV (32 inches),,,,,Generic,32.0,,HD,LED TV
1086,Jagabandhu OS554KS5550SB HD LED TV with Quadcore Processor (55 inches),,,,,Generic,55.0,,4K,LED TV
1087,Jagabandhu OS40FHD400IBI HD LED TV (40 inches),,,,,Generic,40.0,,HD,LED TV
1088,Jagabandhu OS32HD333DX HD LED TV (32 inches),,,,,Generic,32.0,,HD,LED TV
1089,Jagabandhu OS32HD334IT HD LED TV (32 inches),,,,,Generic,32.0,,HD,LED TV
1090,Jagabandhu OS24HD240IT HD LED TV (24 inches),,,,,Generic,24.0,,HD,LED TV
1091,Jagabandhu OS24HDG245IT HD LED TV (24 inches),,,,,Generic,24.0,,HD,LED TV
1092,Jagabandhu OS50FHD5010IT HD LED TV with Quadcore Processor (50 inches),,,,,Generic,50.0,,HD,LED TV
1093,Jagabandhu OS32HDG3220IT HD LED TV (32 inches),,,,,Generic,32.0,,HD,LED TV
1094,Jagabandhu OS40FHD4220IT HD LED TV (40 inches),,,,,Generic,40.0,,HD,LED TV
1095,YC 101.6 cm (40 inches) HD Ready Smart Android LED TV YCPL40SL (Black) (2020 model),5.0,1,,,Generic,40.0,BLACK,HD,Smart TV
1096,IAIR 101 cm (40 Inches) IR40SHD HD Ready Smart LED TV with Dual Remote (Voice + Normal) (2020 Model) (Black),1.0,1,21999.0,34990.0,IAIR,40.0,BLACK,HD,Smart TV
1097,Nextview 61 cm (24 Inches) Full HD LED TV,,,7950.0,16500.0,NEXTVIEW,24.0,,FULL HD,LED TV
1100,"Impex Grande 43 Smart AU10 108 cm (43 inch) Google Certified Smart Android 9 HD Ready LED TV, 2 Years Doorstep Warranty, S...",,,,,Generic,43.0,,HD,Smart TV
1101,Haier 32 inch LED TV LE32B9200WB,,,,,Generic,32.0,,,LED TV
1102,Haier 80 cm (32 Inches) HD Ready Smart LED TV LE32B9100M (Black) (2019 Model),,,,,Generic,32.0,BLACK,HD,Smart TV
