,name,ratings,no_of_ratings,discount_price,actual_price,brand,size,color,resolution,type
323,Candes 80 cm (32 Inches) HD Ready LED TV CTPL32EFN (Black) (2021 Model),3.6,74,7440.0,22690.0,CANDES,32.0,BLACK,HD,LED TV
324,LG 164 cm (65 inches) 4K Ultra HD Smart NanoCell TV 65NANO73SQA (Ashed Blue),,,86990.0,159990.0,LG,65.0,BLUE,4K,Smart TV
325,GARUDA 80 cm (32 inches) BEZELLESS HD Ready LED TV (Black) (2 HDMI 2 USB),,,7999.0,19950.0,Generic,32.0,BLACK,HD,LED TV
326,HYUNDAI 80 cm (32 inches) HD Ready Smart LED TV SMTHY32ECY1W (Black),4.0,28,11490.0,21990.0,HYUNDAI,32.0,BLACK,HD,Smart TV
327,HYUNDAI 140 cm (55 inches) Frameless Series 4K Ultra HD Smart LED TV UHDHY55WSR4BYI5 (Black),3.3,34,33999.0,97990.0,HYUNDAI,55.0,BLACK,4K,Smart TV
328,HYUNDAI 80 cm (32 inches) HD Ready Smart LED TV SMTHY32WSR6YI5 (Black),4.4,20,13490.0,27990.0,HYUNDAI,32.0,BLACK,HD,Smart TV
329,Samsung 108 cm (43 inches) The Serif Series 4K Ultra HD Smart QLED TV QA43LS01TAKXXL (Cloud White),4.5,342,59990.0,94900.0,SAMSUNG,43.0,WHITE,4K,Smart TV
330,Power Guard 191 cm (75 inches) Frameless 4k Ultra HD Smart LED TV PG75F4k (Black),4.1,58,89999.0,199990.0,POWER,75.0,BLACK,4K,Smart TV
332,TRION 80 cm (32 inches) Full HD Certified Android 9.0 Smart LED TV LE32TGS8FB (Black),5.0,2,,,Generic,32.0,BLACK,FULL HD,Smart TV
333,LG 164 cm (65 inches) 4K Ultra HD Smart OLED TV 65A2PSA (Rocky Black),4.5,127,149990.0,299990.0,LG,65.0,BLACK,4K,Smart TV
334,Acer 80 cm (32 inches) P series HD Ready Android Smart LED TV AR32AP2841HD (Black) (2021 Model),4.2,565,13999.0,19990.0,ACER,32.0,BLACK,HD,Smart TV
336,Hisense 126 cm (50 inches) 4K Ultra HD Smart Certified Android LED TV 50A6GE (Black) (2021 Model) | With Dolby Vision and ...,4.1,1461,31990.0,54990.0,HISENSE,50.0,BLACK,4K,Smart TV
337,coocaa 108 cm (43 inches) Frameless Series Full HD Smart IPS Google LED TV 43Z72 (Black),4.2,80,18999.0,54990.0,COOCAA,43.0,BLACK,FULL HD,Smart TV
338,Vu 190 cm (75 inches) Premium Series 4K Ultra HD Smart Android QLED TV 75QPC (Charcoal Grey) (2022 Model),3.9,55,98990.0,150000.0,VU,75.0,GRAY,4K,Smart TV
339,Foxsky 80 cm (32 inches) HD Ready Smart LED TV 32FS-VS (Black),3.3,587,,,FOXSKY,32.0,BLACK,HD,Smart TV
340,Shinco 80 cm (32 Inches) HD Ready Smart LED TV SO328AS (Black) (2020 Model) | With Uniwall,4.1,1304,16579.0,16990.0,Generic,32.0,BLACK,HD,Smart TV
341,SKYWALL 102 cm (40 inches) Full HD Smart LED TV 40SW-Google (Black),3.4,1008,,,SKYWALL,40.0,BLACK,FULL HD,Smart TV
342,SKYWALL 80 cm (32 inches) HD Ready Smart LED TV 32SW-VS (Black),3.0,58,10999.0,21250.0,SKYWALL,32.0,BLACK,HD,Smart TV
344,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) Android TV,3.8,92,7990.0,21900.0,Generic,32.0,BLACK,HD,Smart TV
345,TCL 81 cm (32 inches) HD READY Smart Certified Android LED TV 32S5200 ( Black),4.3,178,15690.0,29990.0,TCL,32.0,BLACK,HD,Smart TV
346,"Impex Grande 108 cm (43 inches) Google Certified Smart Android 9 Full HD LED TV, 1 Years Doorstep Warranty, Storage Memory...",,,,,Generic,43.0,,FULL HD,Smart TV
347,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A71F (Black),4.0,212,32860.0,59990.0,HISENSE,55.0,BLACK,4K,Smart TV
348,Samsung 125 cm (50 inches) 4K Ultra HD Smart NEO QLED TV QA50QN90BAKLXL (Titan Black),4.0,18,93000.0,136900.0,SAMSUNG,50.0,BLACK,4K,Smart TV
349,Samsung 163 cm (65 inches) Crystal 4K Pro Series Ultra HD Smart LED TV UA65AUE70AKLXL (Black),4.3,7879,81990.0,125900.0,SAMSUNG,65.0,BLACK,4K,Smart TV
350,Samsung 108 cm (43 Inches) Full HD Smart LED TV UA43T5450AKXXL (Black) (2022 Model),5.0,1,29150.0,37900.0,SAMSUNG,43.0,BLACK,FULL HD,Smart TV
351,Huidi 80 cm (32 Inches) HD Ready Smart LED TV HD6FS-PRO (Black) (2021 Model),4.0,133,8599.0,19599.0,HUIDI,32.0,BLACK,HD,Smart TV
353,Acer 106.8 cm (42 inches) P series Full HD Android Smart LED TV AR42AP2841FD (Black) (2021 Model),4.3,342,21999.0,29990.0,ACER,42.0,BLACK,FULL HD,Smart TV
354,Dot One 80 cm (32 Inches) HD Ready LED TV 32N.1-FL01 (Black) (2022 Model),3.4,3,6989.0,24990.0,Generic,32.0,BLACK,HD,LED TV
355,Dotone 60 cm (24 Inches) HD Ready Smart LED TV 24S.1-FRC9 (Black) (2022 Model),3.5,20,7389.0,19990.0,Generic,24.0,BLACK,HD,Smart TV
356,Hisense 80 cm (32 inches) Android 11 Series HD Ready Smart Certified Android LED TV 32E4G (Black),4.1,435,,,HISENSE,32.0,BLACK,HD,Smart TV
357,Intex 108 cm (43 inches) 4K Ultra HD Smart LED TV Smart LED-WOS4304U (Black),5.0,5,,22999.0,INTEX,43.0,BLACK,4K,Smart TV
358,Samsung 108 cm (43 inches) Full HD LED Smart TV UA43T5310AKXXL (Glossy Black),3.6,27,,,SAMSUNG,43.0,BLACK,FULL HD,Smart TV
359,AKAI 108 cm (43 Inches) Full HD Smart LED TV AKLT43S-FL29M (Black) (2021 Model) | with Frameless Design,4.3,5,24230.0,41990.0,AKAI,43.0,BLACK,FULL HD,Smart TV
360,Kevin 80 cm (32 Inches) HD Ready Smart LED TV KN32A (Black) (2021 Model) | With Alexa Built-in,3.9,347,12119.0,21999.0,KEVIN,32.0,BLACK,HD,Smart TV
361,HYUNDAI 80 cm (32 inches) HD Ready Smart LED TV SMTHY32ECVRY1W (Black),3.6,26,11990.0,22990.0,HYUNDAI,32.0,BLACK,HD,Smart TV
362,TCL 108 cm (43 inches) Remote Less Voice Control Edition AI 4K Ultra HD Certified Android Smart LED TV 43P715 (Silver),4.2,430,31990.0,59990.0,TCL,43.0,SILVER,4K,Smart TV
363,Lloyd 80cm (32 Inches) HD Ready Smart Android LED TV 32HS301C (Black) (2021 model),3.5,12,15999.0,29990.0,Generic,32.0,BLACK,HD,Smart TV
364,LG C2 164 cm (65 Inches) Evo Gallery Edition 4K Ultra HD Smart LED TV OLED65C2PSC (Black) (2022 Model) | With Eye Comfort ...,3.5,3,205999.0,379999.0,LG,65.0,BLACK,4K,Smart TV
365,Samsung 138 cm (55 inches) 4K Ultra HD Smart NEO QLED TV QA55QN95BAKLXL (Bright Silver),4.6,3,159990.0,254900.0,SAMSUNG,55.0,SILVER,4K,Smart TV
366,LG 108 cm (43 Inches) Full HD Smart LED TV 43LM5600PTC (Dark Iron Gray),4.3,337,29790.0,40990.0,LG,43.0,GRAY,FULL HD,Smart TV
367,Philips 108 Cm (43 inches) Full HD LED Android Smart LED TV 43PFT6915/94 (Black),4.2,83,25589.0,44990.0,PHILIPS,43.0,BLACK,FULL HD,Smart TV
368,Intex 60 cm (24 inches) HD Ready LED TV LED-2419 (Black),4.2,22,,,INTEX,24.0,BLACK,HD,LED TV
369,Philips 108 cm (43 inches) Pixel Precise HD Series Full HD LED Smart TV 43PFT6815/94 (Black),3.4,98,26950.0,35990.0,PHILIPS,43.0,BLACK,HD,Smart TV
370,Candes 108 cm (43 inch) Ultra HD 4K Frameless Series with Cloud Based Smart Android TV 2022 Edition with Voice Remote (CTP...,3.4,141,18990.0,48490.0,CANDES,43.0,,ULTRA HD,Smart TV
371,Samsung 108 cm (43 inches) Full HD LED Smart TV UA43T5350AKXXL (Glossy Black),4.2,57,29000.0,40400.0,SAMSUNG,43.0,BLACK,FULL HD,Smart TV
372,LG 139 cm (55 inch) 4K UHD Smart LED TV WebOS Active HDR (55UQ8040PSB_Grey),3.7,15,57990.0,84990.0,LG,55.0,GRAY,4K,Smart TV
373,Sony Bravia 195 cm (77 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-77A80K (Black),4.7,439,455990.0,699900.0,SONY,77.0,BLACK,4K,Smart TV
375,DotOne 60 cm (24 Inches) HD Ready LED TV 24N.1-FR01 (Black) (2022 Model),3.6,45,6189.0,15590.0,Generic,24.0,BLACK,HD,LED TV
376,"Impex Grande 32 80 cm (32 inch) Google Certified Smart Android 9 Full HD LED TV, 1 Years Doorstep Warranty, Storage Memory...",,,,,Generic,32.0,,FULL HD,Smart TV
378,Samsung 163 cm (65 inches) 8K Ultra HD Smart Neo QLED TV QA65QN85BAKLXL (Bright Silver),3.3,8,184990.0,279900.0,SAMSUNG,65.0,SILVER,ULTRA HD,Smart TV
379,Candy 80 Cm (32 inches) HD Ready Android Smart LED TV C32KA66 (Black),4.1,62,,,Generic,32.0,BLACK,HD,Smart TV
380,Sony Bravia 164 cm (65 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-65A95K (Black),4.4,44,322990.0,479900.0,SONY,65.0,BLACK,4K,Smart TV
382,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV KD-43X75 (Black) (2021 Model) | with Alexa Compatibility,4.7,488,49990.0,69900.0,SONY,43.0,BLACK,4K,Smart TV
383,Crownton 80 cm (32 Inches) Aqua Series Full HD Smart LED TV CT3230SFL (Black) (2023 Model) | With Frameless Display,3.3,4,8899.0,28999.0,CROWNTON,32.0,BLACK,FULL HD,Smart TV
385,LG 80 cm (32 Inches) HD Ready LED TV 32LK536BPTB (Gray) (2018 model),4.1,395,18999.0,23999.0,LG,32.0,GRAY,HD,LED TV
386,HYUNDAI 109 cm (43 inches) Frameless Series Full HD Smart LED TV SMTHY43FHDWSBYI5 (Black),4.6,11,23990.0,51990.0,HYUNDAI,43.0,BLACK,FULL HD,Smart TV
387,Vu 215cm (85 inches) The Masterpiece 4K Ultra HD Android QLED TV 85QPX (Armani Gold) (2020 Model),4.2,45,258990.0,350000.0,VU,85.0,GOLD,4K,Android TV
388,Samsung 109 cm (43 inches) 4K Ultra HD Smart LED TV UA43AU9070ULXL (Black) (2021 Model),4.6,25,46010.0,62900.0,SAMSUNG,43.0,BLACK,4K,Smart TV
389,"LG 81.28 cm (32 inch) WebOS Smart LED HD TV (32LQ635BPSA, Black)",3.9,4,18790.0,23240.0,LG,32.0,BLACK,HD,Smart TV
390,Samsung 139.7 cm (55 inches) 4K Ultra HD Smart LED TV UA55AU7700KLXL (Titan Gray),3.7,9,61990.0,79400.0,SAMSUNG,55.0,GRAY,4K,Smart TV
392,Dylect 80 cm (32 Inches) HD Ready LED TV 32IPS30H (Black) (2020 Model),4.0,124,8989.0,13999.0,Generic,32.0,BLACK,HD,LED TV
393,"Samsung 32-Inch(80Cm) 3840 X 2160 Pixels M8 4K UHD Smart Monitor, Wireless Webcam, Type-C, Smart TV apps, TV Plus, Office ...",4.2,2360,52399.0,100000.0,SAMSUNG,32.0,,4K,Smart TV
394,Samsung 108 cm (43 inches) Full HD Smart LED TV UA43T5500AKXXL (Black-Hair Line),4.3,10,36780.0,44400.0,SAMSUNG,43.0,BLACK,FULL HD,Smart TV
395,LG 164 cm (65 inches) 4K Ultra HD Smart OLED TV 65C1PTZ (Dark Steel Silver) (OLED65C1PTZ),5.0,8,239990.0,254990.0,LG,65.0,STEEL,4K,Smart TV
396,LG 108 cm (43 Inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Black) (2022 Model),3.7,10,35890.0,47990.0,LG,43.0,BLACK,4K,Smart TV
397,Samsung 109.3 cm (43 inches) HD Ready LED Smart TV UA43T5770AUBXL (Black),4.7,5,44580.0,45900.0,SAMSUNG,43.0,BLACK,HD,Smart TV
399,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X80J (Black) (2021 Model) | with Alexa Compatibility,4.7,798,65350.0,82900.0,SONY,43.0,BLACK,4K,Smart TV
400,Samsung 125 cm (50 inches) 4K Ultra HD Smart LED TV UA50BU8000KLXL (Black),2.7,4,51920.0,78900.0,SAMSUNG,50.0,BLACK,4K,Smart TV
401,Onida 107 cm (42 inches) Full HD Smart IPS LED Fire TV 42FIF (Black) (2021 Model) | Voice Remote with Alexa,4.2,2594,24793.0,38990.0,ONIDA,42.0,BLACK,FULL HD,Smart TV
402,"Samsung 27-inch(68.58cm) M5 FHD Smart Monitor, Speakers, Remote, 1 Billion Color, Smart TV apps, TV Plus & Galaxy Watch4 B...",,,48198.0,63499.0,SAMSUNG,27.0,,HD,Smart TV
403,AKAI 80 cm (32) Frameless HD Smart LED TV AL32S-FX1WS (Black) | Powered by WebOS,5.0,6,12990.0,26990.0,AKAI,31.496062992125985,BLACK,HD,Smart TV
404,LG All-in-One 80cm (32 inch) HD Ready LED Smart TV (32LM560BPTC) (32) - Black,3.4,6,17490.0,21990.0,LG,32.0,BLACK,HD,Smart TV
406,TCL 164 cm (65 inches) 4K Ultra HD Certified Android Smart LED TV 65P615 (Black),4.4,114,57999.0,119990.0,TCL,65.0,BLACK,4K,Smart TV
407,Samsung 163 cm (65 inches) Wondertainment Series 4K Ultra HD LED Smart TV UA65TUE60AKXXL (Titan Gray),4.4,217,81999.0,129900.0,SAMSUNG,65.0,GRAY,4K,Smart TV
408,Kevin 140 cm (55 inches) 4K Ultra HD Smart LED TV KN55UHD-PRO (Black) (2021 Model),4.0,1141,43739.0,62000.0,KEVIN,55.0,BLACK,4K,Smart TV
409,Huidi 109 cm (43 inches) Full HD Smart LED TV HD43PROS (Black) (2021 Model),3.4,52,15699.0,30999.0,HUIDI,43.0,BLACK,FULL HD,Smart TV
410,Beston 109 cm (43 inches) 4K Ultra HD Smart LED TV BS43UW1 (Black) (2022 Model) | Powered by WebOS,4.2,92,22263.0,39999.0,BESTON,43.0,BLACK,4K,Smart TV
411,REALMERCURY 32 inch smart Tv Android 11 FULL HD 32 TV INCHE INCLUDE BLUETOOTH 1920*1080 crystal A+IPS Technology FHD Andro...,3.0,1,9999.0,17999.0,Generic,32.0,BLUE,FULL HD,Smart TV
412,MOGNE FAB PVC Printed LED TV Cover 40 Inch (Black),2.0,1,399.0,699.0,Generic,40.0,BLACK,,LED TV
413,"BPL 127 cm (50 inch) Ultra HD (4K) Smart LED TV, 50U-C4310(492913051)",,,34990.0,60000.0,BPL,50.0,,ULTRA HD,Smart TV
414,AKAI 109 cm (43) Frameless 4K Ultra HD Smart LED TV AL43U-FX1WS (Black) | Powered by WebOS,5.0,6,28990.0,53990.0,AKAI,42.91338582677165,BLACK,4K,Smart TV
415,HYUNDAI 80 cm (32 inches) HD Ready LED TV ATHY32HDB18W (Black),3.7,23,9990.0,18990.0,HYUNDAI,32.0,BLACK,HD,LED TV
416,Sony Bravia 108 cm (43 inches) Full HD Smart LED TV 43W6600 (Black) (2020 Model),4.4,216,40980.0,54990.0,SONY,43.0,BLACK,FULL HD,Smart TV
417,LG 121 cm (48 Inches) 4K Ultra HD Smart OLED TV OLED48C2PSA (Black) (2022 Model),4.0,11,103990.0,154990.0,LG,48.0,BLACK,4K,Smart TV
418,HYUNDAI 109 cm (43 inches) Frameless Series Full HD Smart LED TV SMTHY43FHDB52VRYVT (Black),4.2,4,22990.0,42000.0,HYUNDAI,43.0,BLACK,FULL HD,Smart TV
419,iMee 102cm (40 inch) Premium Pro Series Smart Android HD LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficien...,4.0,2,17999.0,29999.0,IMEE,40.0,,HD,Smart TV
420,Sony Bravia 189 cm (75 inches) XR Series 4K Ultra HD Smart Full Array LED Google TV XR-75X90K (Black),4.8,679,246990.0,379900.0,SONY,75.0,BLACK,4K,Smart TV
421,LG 139 cm (55 Inches) 4K Ultra HD Smart OLED TV OLED55C2PSC (Black) (2022 Model),4.1,11,142990.0,219990.0,LG,55.0,BLACK,4K,Smart TV
422,Sony Bravia 125.7 cm (50 inches) Full HD LED Smart TV KLV-50W672G (Black) (2019 Model),4.6,208,49290.0,64900.0,SONY,50.0,BLACK,FULL HD,Smart TV
423,Foxsky 80 cm (32 inches) HD Ready LED TV 32FSN (Black),3.3,587,,,FOXSKY,32.0,BLACK,HD,LED TV
424,Samsung 125 cm (50 inches) 4K Ultra HD Smart LED TV UA50AU8000KLXL (Black) (2021 Model),3.9,14,65000.0,73900.0,SAMSUNG,50.0,BLACK,4K,Smart TV
425,Teddy Bear 80 cm (32 Inches) HD Ready Smart Certified Android LED TV TD3200N (Black) (2021 Model),,,9990.0,19990.0,Generic,32.0,BLACK,HD,Smart TV
426,LG 126 cm (50 Inches) 4K Ultra HD Smart LED TV 50UQ8040PSB (Grey) (2022 Model),4.5,13,48990.0,72990.0,LG,50.0,GRAY,4K,Smart TV
427,Samsung 138 cm (55 inches) 4K Ultra HD Smart QLED TV QA55Q60AAKLXL (Black),3.2,24,74999.0,134900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
428,SKYWALL 107.86 cm (43 inches) Full HD LED Smart TV 43SW-VS (Black),3.4,1008,19999.0,33150.0,SKYWALL,43.0,BLACK,FULL HD,Smart TV
429,AKAI 80 cm (32 Inches) HD Ready Smart LED TV AKLT32S-DFL9W (Black) | with Frameless Design,3.7,14,11990.0,24990.0,AKAI,32.0,BLACK,HD,Smart TV
430,TCL 126 cm (50 inches) 4K Ultra HD Smart Certified Android LED TV 50P725 (Black),3.9,88,,,TCL,50.0,BLACK,4K,Smart TV
431,Compaq 80 cm (32 inches) HUEQ A Series HD Ready Smart LED TV CQW32HD (Black),4.1,26,12074.0,21999.0,COMPAQ,32.0,BLACK,HD,Smart TV
432,LG 139.7 cm (55 Inches) 4K Ultra HD Smart LED TV 55UP7740PTZ (Black) (2021 Model),4.6,29,56890.0,89990.0,LG,55.0,BLACK,4K,Smart TV
433,Samsung 109 cm (43 inches) 4K Ultra HD Smart LED TV UA43AU8000KLXL (Black) (2021 Model),4.3,29,,,SAMSUNG,43.0,BLACK,4K,Smart TV
434,LG 164 cm (65 Inches) 4K Ultra HD Smart LED TV 65UQ7550PSF (Black) (2022 Model),,,78990.0,104990.0,LG,65.0,BLACK,4K,Smart TV
435,REALMERCURY 43 inch smart Tv Android 11 FULL HD 43 TV INCHE INCLUDE BLUETOOTH 1920*1080 crystal A+IPS Technology FHD Andro...,,,17999.0,24999.0,Generic,43.0,BLUE,FULL HD,Smart TV
436,LG B2 139 cm (55 Inches) 4K Ultra HD Smart OLED TV OLED55B2PSA (Black) (2022 Model),5.0,2,124900.0,159990.0,LG,55.0,BLACK,4K,Smart TV
437,Power Guard 127 cm (50 inches) Frameless 4k Ultra HD Smart LED TV PG50F4k (Black),4.1,58,26999.0,56990.0,POWER,50.0,BLACK,4K,Smart TV
438,SKYWALL 139.7 cm (55 inches) 4K Ultra HD Smart LED TV 55SW-VS (Black),3.0,39,29499.0,57800.0,SKYWALL,55.0,BLACK,4K,Smart TV
439,ADSUN 80 cm (32 Inches) HD Ready LED TV A-3200N (Black) (2021 Model),3.6,1641,7799.0,18999.0,Generic,32.0,BLACK,HD,LED TV
440,LG 165.1 cm (65 inches) 4K Ultra HD Smart LED TV 65UP7720PTY (Light Black),4.6,35,79990.0,129990.0,LG,65.0,BLACK,4K,Smart TV
441,"Philips 50PUT7605/94 126 cm (50 inches) 4K Ultra HD LED Smart TV With Dolby Atmos, Wifi Connectivity & P5 Perfect Picture ...",3.6,46,36999.0,69990.0,PHILIPS,50.0,,4K,Smart TV
442,Panasonic 101.6 cm (40 Inches) Full HD LED TV TH-40E400D (Black) (2017 model),4.1,361,,43837.0,Generic,40.0,BLACK,FULL HD,LED TV
444,iFFALCON 164 cm (65 inches) 4K Ultra HD Certified Android Smart QLED TV 65H72 (Black),4.1,71,56999.0,156990.0,IFFALCON,65.0,BLACK,4K,Smart TV
445,Kevin 109 cm (43 inches) Full HD Smart LED TV KN43ALEXA (Black) (2021 Model) | With Alexa Built-in,3.6,50,18215.0,42999.0,KEVIN,43.0,BLACK,FULL HD,Smart TV
447,MOGNE FAB PVC Printed LED TV Cover 40 Inch (Gold),2.0,1,399.0,699.0,Generic,40.0,GOLD,,LED TV
449,Haier 80 cm (32 inches) HD Ready LED Smart TV LE32K6500AG (Gold) (2018 Model),4.1,121,,,Generic,32.0,GOLD,HD,Smart TV
450,Samsung 109 cm (43 inches) 4K Ultra HD Smart LED TV UA43AU7700KLXL (Titan Gray) (2021 Model),3.5,18,38990.0,54900.0,SAMSUNG,43.0,GRAY,4K,Smart TV
451,coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart IPS Google LED TV 55Y72 (Black),4.2,80,35999.0,89999.0,COOCAA,55.0,BLACK,4K,Smart TV
453,Intex 109 cm (43 inches) Full HD Smart LED TV Smart LED-SFF4320 (Black),5.0,1,,,INTEX,43.0,BLACK,FULL HD,Smart TV
454,TRUSENSE 80 cm (32 Inch) TS 3200 Premium | 1 GB | 1080P Full HD Smart Android TV | Bezel-Less LED | (Black),,,12999.0,20000.0,TRUSENSE,32.0,BLACK,FULL HD,Smart TV
455,Power Guard 140 cm (55 inches) Frameless 4k Ultra HD Smart LED TV PG55F4k (Black),4.1,58,31999.0,59990.0,POWER,55.0,BLACK,4K,Smart TV
456,LG 177.8 cm (70 inches) 4K Ultra HD Smart LED TV 70UP7500PTZ (Meteor Titanium),3.0,7,102880.0,149990.0,LG,70.0,,4K,Smart TV
457,LG 80 cm (32 Inches) HD Ready LED Smart TV 32LK616BPTB (Grey) (2018 model),4.3,157,,29990.0,LG,32.0,GRAY,HD,Smart TV
458,LG 139 cm (55 Inches) EVO Gallery Edition 4K Ultra HD Smart OLED TV OLED55G2PSA (Black) (2022 Model),5.0,8,149990.0,189990.0,LG,55.0,BLACK,4K,Smart TV
459,HYUNDAI 126 cm (50 inches) Frameless Series 4K Ultra HD Smart LED TV UHDHY50WSR4BYI5 (Black),3.9,10,30990.0,77990.0,HYUNDAI,50.0,BLACK,4K,Smart TV
460,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X80J (Black) (2021 Model) | with Alexa Compatibility,4.7,798,77490.0,99900.0,SONY,50.0,BLACK,4K,Smart TV
461,"imee 80cm (32 inch) Smart Android HD LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficient (Premium, Champagn...",3.9,31,11499.0,19999.0,IMEE,32.0,,HD,Smart TV
462,LG 139.7 cm (55 Inches) 4K Ultra HD Smart LED TV 55NANO83TPZ (Black) (2021 Model),2.8,8,88499.0,149990.0,LG,55.0,BLACK,4K,Smart TV
463,Samsung 109 cm (43 inches) 4K Ultra HD Smart LED TV UA43AU7500KLXL (Titan Gray) (2021 Model),3.6,6,48000.0,49900.0,SAMSUNG,43.0,GRAY,4K,Smart TV
466,Power Guard 98 cm (40 inches) HD Ready Smart LED TV PG40SVC (Black),3.5,12,14999.0,34990.0,POWER,40.0,BLACK,HD,Smart TV
467,SKYWALL 165 cm (65 inches) 4K Ultra HD Smart LED TV 65SW-VS (Black),3.0,39,50599.0,92225.0,SKYWALL,65.0,BLACK,4K,Smart TV
468,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55CXPTA (Dark Steel Silver),4.2,55,,,LG,55.0,STEEL,4K,Smart TV
469,LG 109.2 cm (43 Inches) 4K Ultra HD Smart LED TV 43UP7550PTZ (Black) (2021 Model),4.2,14,,,LG,43.0,BLACK,4K,Smart TV
470,Candy 109 cm (43 inches) Full HD Android Smart LED TV C43KA66 (Black),4.0,15,,,Generic,43.0,BLACK,FULL HD,Smart TV
471,Intex 164 cm (65 inches) 4K Ultra HD Smart LED TV Smart LED-WOS6501U (Black),5.0,5,61490.0,116999.0,INTEX,65.0,BLACK,4K,Smart TV
472,Hisense 189 cm (75 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 75A6H (Black),4.1,1902,98991.0,144990.0,HISENSE,75.0,BLACK,4K,Smart TV
473,Samsung 139.7 cm (55 inches) 4K Ultra HD Smart LED TV UA55AU8000KLXL (Black) (2021 Model),4.2,15,66980.0,86900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
474,Samsung 125 cm (50 inches) 4K Ultra HD Smart QLED TV QA50QN90AAKLXL (Black),4.2,38,84890.0,119900.0,SAMSUNG,50.0,BLACK,4K,Smart TV
475,Power Guard 165 cm (65 inches) Frameless 4k Ultra HD Smart LED TV PG65F4k (Black),4.1,58,49999.0,99990.0,POWER,65.0,BLACK,4K,Smart TV
476,Beston 140 cm (55 inches) 4K Ultra HD Smart LED TV BS55UW1 (Black) (2022 Model) | Powered by WebOS,4.2,92,32999.0,59999.0,BESTON,55.0,BLACK,4K,Smart TV
477,Samsung 125 cm (50 inches) 4K Ultra HD Smart LED TV UA50AU7500KLXL (Titan Gray),3.3,2,,,SAMSUNG,50.0,GRAY,4K,Smart TV
478,SKYWALL 127 cm (50 inches) 4K Ultra HD Smart LED TV 50SW-VS (Black),3.0,39,24999.0,50150.0,SKYWALL,50.0,BLACK,4K,Smart TV
479,Intex 140 cm (55 inches) 4K Ultra HD Smart LED TV Smart LED-WOS5507U (Black),5.0,5,37499.0,72999.0,INTEX,55.0,BLACK,4K,Smart TV
480,Samsung 80 cm (32 inches) HD Ready LED Smart TV UA32T4700AKXXL (Black),4.3,30,25300.0,28900.0,SAMSUNG,32.0,BLACK,HD,Smart TV
481,Samsung 139.7 cm (55 inches) 4K Ultra HD Smart LED TV UA55TU7200KXXL (Titan Gray),4.2,24,58799.0,74900.0,SAMSUNG,55.0,GRAY,4K,Smart TV
482,Samsung 108 cm (43 inches) 4K Ultra HD Smart LED TV UA43TU8570UXXL (Black),4.4,43,48990.0,60900.0,SAMSUNG,43.0,BLACK,4K,Smart TV
483,BPL 109 cm (43 Inches) Full HD Smart Android LED TV 43FA4301 (Black) (2022 Model),,,23999.0,25999.0,BPL,43.0,BLACK,FULL HD,Smart TV
484,TCL 138.7 cm (55 inches) 4K Ultra HD Smart Mini LED Google TV 55C835 (Black),3.6,12,119990.0,249990.0,TCL,55.0,BLACK,4K,Smart TV
485,Foxsky 165 cm (65 inches) 4K Ultra HD Smart LED TV 65FS-VS (Black),3.3,587,44499.0,129990.0,FOXSKY,65.0,BLACK,4K,Smart TV
